tid,chembl_id
80567,CHEMBL612795
80568,CHEMBL612796
80570,CHEMBL614610
80571,CHEMBL612797
80572,CHEMBL613502
80573,CHEMBL612798
80574,CHEMBL612799
80575,CHEMBL614388
80577,CHEMBL614057
80578,CHEMBL612800
80580,CHEMBL612801
80582,CHEMBL612802
80583,CHEMBL391
80584,CHEMBL612803
80585,CHEMBL613532
80586,CHEMBL612804
80587,CHEMBL612805
80588,CHEMBL614249
80589,CHEMBL614391
80590,CHEMBL612806
80591,CHEMBL612807
80593,CHEMBL612808
80594,CHEMBL612809
80595,CHEMBL612810
80596,CHEMBL612811
80597,CHEMBL614250
80598,CHEMBL612812
80599,CHEMBL612813
80600,CHEMBL613533
80601,CHEMBL614060
80602,CHEMBL614872
80603,CHEMBL612814
80604,CHEMBL612815
80605,CHEMBL614251
80606,CHEMBL612816
80607,CHEMBL612817
80608,CHEMBL614393
80609,CHEMBL612272
80612,CHEMBL612818
80613,CHEMBL614252
80614,CHEMBL612819
80616,CHEMBL612820
80617,CHEMBL612821
80619,CHEMBL612273
80620,CHEMBL612910
80621,CHEMBL614253
80622,CHEMBL614741
80623,CHEMBL612911
80627,CHEMBL614611
80628,CHEMBL613098
80635,CHEMBL614742
80640,CHEMBL613102
80641,CHEMBL614254
80647,CHEMBL613103
80648,CHEMBL614777
80653,CHEMBL613105
80655,CHEMBL613106
80656,CHEMBL614672
80657,CHEMBL614255
80661,CHEMBL614567
80662,CHEMBL614259
80663,CHEMBL614260
80668,CHEMBL614568
80669,CHEMBL614263
80670,CHEMBL614264
80671,CHEMBL614265
80672,CHEMBL614266
80673,CHEMBL614700
80675,CHEMBL614268
80676,CHEMBL614569
80678,CHEMBL614270
80679,CHEMBL614271
80680,CHEMBL613534
80682,CHEMBL392
80684,CHEMBL614273
80686,CHEMBL614274
80687,CHEMBL614701
80688,CHEMBL614797
80689,CHEMBL614275
80690,CHEMBL614276
80691,CHEMBL613535
80692,CHEMBL614277
80695,CHEMBL614798
80696,CHEMBL613536
80697,CHEMBL614279
80698,CHEMBL614280
80699,CHEMBL614702
80700,CHEMBL614357
80701,CHEMBL614799
80702,CHEMBL613537
80703,CHEMBL614655
80704,CHEMBL614358
80706,CHEMBL614704
80708,CHEMBL613538
80709,CHEMBL614359
80711,CHEMBL613829
80712,CHEMBL614361
80713,CHEMBL614362
80714,CHEMBL613539
80715,CHEMBL614665
80720,CHEMBL614365
80721,CHEMBL614366
80722,CHEMBL614863
80723,CHEMBL614656
80724,CHEMBL614705
80725,CHEMBL613540
80726,CHEMBL614367
80730,CHEMBL614368
80731,CHEMBL613541
80732,CHEMBL614369
80733,CHEMBL614370
80734,CHEMBL614371
80736,CHEMBL613542
80737,CHEMBL614372
80738,CHEMBL614373
80741,CHEMBL614864
80742,CHEMBL614657
80743,CHEMBL613543
80744,CHEMBL614374
80745,CHEMBL614375
80746,CHEMBL614376
80747,CHEMBL614683
80748,CHEMBL614377
80749,CHEMBL614378
80751,CHEMBL614379
80752,CHEMBL614380
80753,CHEMBL614778
80754,CHEMBL614381
80755,CHEMBL614148
80757,CHEMBL613544
80758,CHEMBL614452
80759,CHEMBL614707
80760,CHEMBL614779
80762,CHEMBL613843
80764,CHEMBL613545
80766,CHEMBL614780
80767,CHEMBL614454
80768,CHEMBL614455
80769,CHEMBL612446
80770,CHEMBL614660
80771,CHEMBL614658
80772,CHEMBL614781
80774,CHEMBL614457
80775,CHEMBL614458
80776,CHEMBL612246
80777,CHEMBL614800
80778,CHEMBL614782
80780,CHEMBL614459
80782,CHEMBL614460
80783,CHEMBL614461
80784,CHEMBL614462
80785,CHEMBL614659
80947,CHEMBL614820
80790,CHEMBL614464
80792,CHEMBL614466
80794,CHEMBL614801
80795,CHEMBL614467
80797,CHEMBL614469
80798,CHEMBL614470
80799,CHEMBL612517
80800,CHEMBL614725
80801,CHEMBL614151
80803,CHEMBL614471
80804,CHEMBL614472
80805,CHEMBL614473
80809,CHEMBL614476
80810,CHEMBL614477
80811,CHEMBL614478
80813,CHEMBL614480
80814,CHEMBL614153
80815,CHEMBL612247
80816,CHEMBL614481
80817,CHEMBL614482
80818,CHEMBL614483
80819,CHEMBL614484
80823,CHEMBL614149
80826,CHEMBL614154
80827,CHEMBL614668
80830,CHEMBL614641
80834,CHEMBL614487
80835,CHEMBL614698
80836,CHEMBL614488
80837,CHEMBL612248
80838,CHEMBL614489
80843,CHEMBL614155
80844,CHEMBL614492
80845,CHEMBL614727
80846,CHEMBL614493
80847,CHEMBL612250
80848,CHEMBL614494
80849,CHEMBL614495
80850,CHEMBL614654
80851,CHEMBL614496
80852,CHEMBL614069
80853,CHEMBL612251
80855,CHEMBL614498
80856,CHEMBL614156
80857,CHEMBL614499
80858,CHEMBL614728
80860,CHEMBL614500
80862,CHEMBL614157
80863,CHEMBL614501
80864,CHEMBL614502
80865,CHEMBL612253
80866,CHEMBL612707
80867,CHEMBL614503
80868,CHEMBL614504
80869,CHEMBL614158
80870,CHEMBL614505
80871,CHEMBL612254
80873,CHEMBL612708
80874,CHEMBL393
80876,CHEMBL614159
80877,CHEMBL612255
80878,CHEMBL614783
80879,CHEMBL614506
80885,CHEMBL614507
80886,CHEMBL614733
80887,CHEMBL614802
80888,CHEMBL614669
80889,CHEMBL614803
80890,CHEMBL614160
80891,CHEMBL614804
80893,CHEMBL614784
80895,CHEMBL612256
80896,CHEMBL614805
80897,CHEMBL614806
80898,CHEMBL614785
80899,CHEMBL614161
80900,CHEMBL614807
80901,CHEMBL614392
80902,CHEMBL614150
80904,CHEMBL614786
80905,CHEMBL614070
80907,CHEMBL614811
80908,CHEMBL614812
80920,CHEMBL613855
80921,CHEMBL614813
80923,CHEMBL614814
80926,CHEMBL614661
80928,CHEMBL394
80929,CHEMBL614816
80930,CHEMBL614817
80931,CHEMBL614162
80933,CHEMBL613869
80936,CHEMBL614818
80942,CHEMBL613888
80943,CHEMBL614819
80945,CHEMBL614735
80949,CHEMBL614821
80951,CHEMBL614822
80952,CHEMBL614662
80954,CHEMBL614071
80955,CHEMBL614823
80956,CHEMBL614824
80957,CHEMBL614734
80958,CHEMBL614825
80959,CHEMBL614826
80960,CHEMBL614827
80961,CHEMBL614828
80962,CHEMBL614663
80963,CHEMBL614808
80964,CHEMBL612257
80965,CHEMBL614829
80966,CHEMBL614830
80970,CHEMBL614809
80971,CHEMBL614832
80972,CHEMBL613889
80980,CHEMBL614736
80982,CHEMBL614834
80991,CHEMBL614645
80992,CHEMBL612279
80993,CHEMBL614315
80994,CHEMBL614835
80995,CHEMBL614731
80996,CHEMBL614836
80997,CHEMBL614664
80999,CHEMBL612258
81000,CHEMBL614316
81001,CHEMBL614787
81008,CHEMBL614788
81010,CHEMBL612423
81011,CHEMBL614840
81013,CHEMBL614841
81014,CHEMBL612260
81016,CHEMBL614842
81017,CHEMBL614647
81018,CHEMBL614737
81020,CHEMBL395
81021,CHEMBL612261
81022,CHEMBL614844
81023,CHEMBL614790
81024,CHEMBL396
81026,CHEMBL614689
81027,CHEMBL613891
81028,CHEMBL613892
81029,CHEMBL614684
81030,CHEMBL614076
81032,CHEMBL613893
81033,CHEMBL613894
81034,CHEMBL614004
81035,CHEMBL613895
81036,CHEMBL613896
81037,CHEMBL613967
81041,CHEMBL612424
81042,CHEMBL614005
81043,CHEMBL613969
81044,CHEMBL613970
81045,CHEMBL613971
81046,CHEMBL613972
81047,CHEMBL614685
81048,CHEMBL613973
81049,CHEMBL614648
81051,CHEMBL613974
81052,CHEMBL613975
81054,CHEMBL613977
81055,CHEMBL613978
81057,CHEMBL613979
81059,CHEMBL614686
81060,CHEMBL613981
81063,CHEMBL614007
81065,CHEMBL613984
81066,CHEMBL613985
81067,CHEMBL613986
81068,CHEMBL614649
81070,CHEMBL613987
81072,CHEMBL397
81074,CHEMBL614687
81075,CHEMBL613988
81076,CHEMBL614008
81079,CHEMBL612700
81084,CHEMBL613992
81095,CHEMBL614009
81096,CHEMBL613993
81101,CHEMBL614010
81102,CHEMBL613994
81115,CHEMBL398
81116,CHEMBL614688
81117,CHEMBL613995
81119,CHEMBL612264
81120,CHEMBL614674
81121,CHEMBL613996
81123,CHEMBL614791
81124,CHEMBL612265
81125,CHEMBL613997
81126,CHEMBL613998
81127,CHEMBL613868
81128,CHEMBL612701
81130,CHEMBL614012
81131,CHEMBL612266
81132,CHEMBL613999
81133,CHEMBL614000
81134,CHEMBL614650
81135,CHEMBL614793
81136,CHEMBL614001
81137,CHEMBL612267
81138,CHEMBL613872
81139,CHEMBL614002
81140,CHEMBL614003
81145,CHEMBL614013
81146,CHEMBL614066
81147,CHEMBL614079
81148,CHEMBL614080
81149,CHEMBL614081
81150,CHEMBL614014
81154,CHEMBL614083
81157,CHEMBL614085
81158,CHEMBL614086
81160,CHEMBL614088
81163,CHEMBL614690
81164,CHEMBL614091
81166,CHEMBL614092
81167,CHEMBL614093
81168,CHEMBL614094
81169,CHEMBL614095
81170,CHEMBL612518
81184,CHEMBL614096
81186,CHEMBL614097
81187,CHEMBL614098
81188,CHEMBL614694
81189,CHEMBL614651
81190,CHEMBL614099
81191,CHEMBL614100
81192,CHEMBL614101
81193,CHEMBL614102
81194,CHEMBL614103
81197,CHEMBL614104
81198,CHEMBL614105
81199,CHEMBL612440
81201,CHEMBL614643
81203,CHEMBL614016
81204,CHEMBL612268
81205,CHEMBL614106
81206,CHEMBL614695
81207,CHEMBL614107
81209,CHEMBL614108
81210,CHEMBL614017
81212,CHEMBL614110
81215,CHEMBL614112
81217,CHEMBL614018
81218,CHEMBL614696
81219,CHEMBL614652
81220,CHEMBL612269
81221,CHEMBL614114
81223,CHEMBL614115
81225,CHEMBL614073
81227,CHEMBL614116
81231,CHEMBL614019
81233,CHEMBL614117
81234,CHEMBL614118
81235,CHEMBL612270
81236,CHEMBL614794
81238,CHEMBL614120
81239,CHEMBL614020
81240,CHEMBL614121
81241,CHEMBL614122
81244,CHEMBL614123
81245,CHEMBL614697
81246,CHEMBL614078
81247,CHEMBL399
81248,CHEMBL614021
81249,CHEMBL614653
81250,CHEMBL612703
81252,CHEMBL400
81254,CHEMBL614124
81255,CHEMBL614125
81256,CHEMBL614022
81257,CHEMBL614732
81258,CHEMBL614126
81259,CHEMBL612280
81260,CHEMBL612704
81261,CHEMBL614127
81263,CHEMBL614795
81264,CHEMBL614074
81266,CHEMBL614722
81267,CHEMBL614723
81268,CHEMBL614724
81270,CHEMBL614763
81271,CHEMBL614764
81272,CHEMBL614765
81273,CHEMBL614766
81274,CHEMBL614767
81277,CHEMBL613287
81278,CHEMBL614451
81279,CHEMBL614877
81280,CHEMBL614740
81281,CHEMBL614997
81282,CHEMBL614998
81283,CHEMBL614387
81284,CHEMBL614999
81285,CHEMBL615000
81286,CHEMBL615001
81287,CHEMBL615002
81288,CHEMBL615003
81289,CHEMBL615004
81292,CHEMBL615007
81293,CHEMBL614667
81294,CHEMBL615008
81295,CHEMBL612271
81296,CHEMBL612709
81297,CHEMBL614845
81298,CHEMBL614846
81299,CHEMBL614847
81300,CHEMBL614848
81301,CHEMBL612404
81302,CHEMBL614692
81304,CHEMBL614850
81305,CHEMBL614851
81307,CHEMBL614852
81309,CHEMBL614853
81310,CHEMBL614854
81312,CHEMBL612516
81313,CHEMBL614738
81314,CHEMBL614675
81315,CHEMBL614856
81316,CHEMBL614072
81319,CHEMBL612561
81321,CHEMBL614859
81322,CHEMBL614860
81325,CHEMBL614300
81328,CHEMBL614302
81329,CHEMBL614303
81330,CHEMBL614304
81331,CHEMBL612262
81334,CHEMBL614306
81335,CHEMBL612263
81336,CHEMBL614307
81337,CHEMBL614308
81338,CHEMBL614309
81339,CHEMBL612552
81341,CHEMBL614310
81342,CHEMBL614703
81343,CHEMBL614670
81344,CHEMBL614311
81345,CHEMBL614312
81346,CHEMBL614313
81999,CHEMBL614796
100000,CHEMBL401
100001,CHEMBL3753
100004,CHEMBL5452
100005,CHEMBL5453
100006,CHEMBL5525
100007,CHEMBL5526
100008,CHEMBL4640
100009,CHEMBL4408
100010,CHEMBL4409
100018,CHEMBL4484
100022,CHEMBL4485
100027,CHEMBL5456
100029,CHEMBL5032
100030,CHEMBL5033
100031,CHEMBL5034
100033,CHEMBL4918
100034,CHEMBL4919
100036,CHEMBL5457
100037,CHEMBL3703
100042,CHEMBL4352
100044,CHEMBL4354
100045,CHEMBL4268
100046,CHEMBL4269
100052,CHEMBL5074
100053,CHEMBL5458
100055,CHEMBL5591
100058,CHEMBL5278
100063,CHEMBL4188
100067,CHEMBL3750
100068,CHEMBL4967
100069,CHEMBL5455
100070,CHEMBL5490
100071,CHEMBL4487
100072,CHEMBL5528
100073,CHEMBL4533
100074,CHEMBL4637
100075,CHEMBL4267
100077,CHEMBL5443
100078,CHEMBL4220
100079,CHEMBL2041
100080,CHEMBL4482
100081,CHEMBL613107
100083,CHEMBL5250
100084,CHEMBL613548
100085,CHEMBL614642
100086,CHEMBL614871
100088,CHEMBL614678
100089,CHEMBL614948
100090,CHEMBL613546
100091,CHEMBL614666
100092,CHEMBL612540
100093,CHEMBL614389
100094,CHEMBL613547
100095,CHEMBL614390
100096,CHEMBL4483
100097,CHEMBL5251
100098,CHEMBL5491
100100,CHEMBL4641
100101,CHEMBL5558
100102,CHEMBL5249
100103,CHEMBL5213
100104,CHEMBL5247
100106,CHEMBL5165
100107,CHEMBL5166
100108,CHEMBL3638
100110,CHEMBL4248
100112,CHEMBL4294
100114,CHEMBL5279
100115,CHEMBL5529
100117,CHEMBL5530
100118,CHEMBL5531
100119,CHEMBL4969
100120,CHEMBL4970
100121,CHEMBL4971
100122,CHEMBL3705
100123,CHEMBL4743
100124,CHEMBL5594
100125,CHEMBL4453
100126,CHEMBL5145
100127,CHEMBL4454
100128,CHEMBL5146
100129,CHEMBL5147
100131,CHEMBL5148
100132,CHEMBL5175
100137,CHEMBL5176
100138,CHEMBL4843
100139,CHEMBL4845
100140,CHEMBL5600
100141,CHEMBL4846
100142,CHEMBL4847
100143,CHEMBL5601
100144,CHEMBL5027
100145,CHEMBL4736
100146,CHEMBL5141
100147,CHEMBL4848
100148,CHEMBL4457
100151,CHEMBL4530
100154,CHEMBL5030
100155,CHEMBL5028
100156,CHEMBL5286
100157,CHEMBL4531
100158,CHEMBL4458
100159,CHEMBL5287
100160,CHEMBL4459
100162,CHEMBL4148
100163,CHEMBL4149
100166,CHEMBL4581
100168,CHEMBL5533
100170,CHEMBL4917
100171,CHEMBL4586
100175,CHEMBL4449
100176,CHEMBL5534
100177,CHEMBL4951
100178,CHEMBL5206
100179,CHEMBL4190
100181,CHEMBL3695
100182,CHEMBL4217
100183,CHEMBL614949
100184,CHEMBL614950
100186,CHEMBL4683
100187,CHEMBL4406
100188,CHEMBL4348
100190,CHEMBL4684
100191,CHEMBL614876
100193,CHEMBL4191
100194,CHEMBL4349
100195,CHEMBL5243
100196,CHEMBL4189
100197,CHEMBL3696
100198,CHEMBL3701
100199,CHEMBL4953
100200,CHEMBL4380
100201,CHEMBL612422
100202,CHEMBL3827
100204,CHEMBL5597
100205,CHEMBL4838
100207,CHEMBL4381
100208,CHEMBL5596
100209,CHEMBL5598
100210,CHEMBL4382
100211,CHEMBL4840
100214,CHEMBL4623
100215,CHEMBL4841
100216,CHEMBL4624
100217,CHEMBL4625
100218,CHEMBL4734
100220,CHEMBL4229
100223,CHEMBL4192
100224,CHEMBL4194
100225,CHEMBL4193
100733,CHEMBL613866
100226,CHEMBL4411
100227,CHEMBL4528
100229,CHEMBL4412
100233,CHEMBL3697
100234,CHEMBL4251
100235,CHEMBL4844
100236,CHEMBL4252
100237,CHEMBL4603
100238,CHEMBL4753
100239,CHEMBL4754
100240,CHEMBL4604
100241,CHEMBL3698
100243,CHEMBL4450
100244,CHEMBL4253
100245,CHEMBL4254
100246,CHEMBL4451
100247,CHEMBL4452
100248,CHEMBL4255
100249,CHEMBL4256
100250,CHEMBL612514
100251,CHEMBL612442
100253,CHEMBL613294
100254,CHEMBL613295
100255,CHEMBL612515
100256,CHEMBL612443
100258,CHEMBL613296
100259,CHEMBL612441
100260,CHEMBL613297
100261,CHEMBL612408
100262,CHEMBL613897
100263,CHEMBL614640
100264,CHEMBL612444
100266,CHEMBL612418
100267,CHEMBL612409
100268,CHEMBL612411
100269,CHEMBL612410
100270,CHEMBL4298
100271,CHEMBL4218
100272,CHEMBL612412
100273,CHEMBL612413
100274,CHEMBL614676
100275,CHEMBL613898
100277,CHEMBL4756
100278,CHEMBL4350
100280,CHEMBL4258
100281,CHEMBL4299
100282,CHEMBL4300
100284,CHEMBL613299
100286,CHEMBL5595
100287,CHEMBL4755
100288,CHEMBL4259
100290,CHEMBL4383
100291,CHEMBL612513
100292,CHEMBL614677
100293,CHEMBL4580
100300,CHEMBL4741
100301,CHEMBL4221
100302,CHEMBL4742
100303,CHEMBL4859
100304,CHEMBL4860
100305,CHEMBL5203
100306,CHEMBL4907
100307,CHEMBL4222
100308,CHEMBL4384
100309,CHEMBL4385
100310,CHEMBL612420
100311,CHEMBL612417
100312,CHEMBL4386
100313,CHEMBL4418
100314,CHEMBL3789
100319,CHEMBL3790
100320,CHEMBL614613
100321,CHEMBL612416
100322,CHEMBL4739
100323,CHEMBL4740
100324,CHEMBL4968
100325,CHEMBL4261
100326,CHEMBL4638
100327,CHEMBL4249
100330,CHEMBL3430
100331,CHEMBL5212
100333,CHEMBL4902
100334,CHEMBL5144
100335,CHEMBL4532
100336,CHEMBL612419
100338,CHEMBL4227
100339,CHEMBL5445
100340,CHEMBL5205
100341,CHEMBL3699
100342,CHEMBL4228
100400,CHEMBL612562
100401,CHEMBL612564
100403,CHEMBL612563
100405,CHEMBL613835
100410,CHEMBL4895
100411,CHEMBL4896
100412,CHEMBL4897
100413,CHEMBL4898
100414,CHEMBL4899
100415,CHEMBL4900
100416,CHEMBL4901
100417,CHEMBL4247
100418,CHEMBL4246
100419,CHEMBL4362
100420,CHEMBL4363
100421,CHEMBL4364
100422,CHEMBL4365
100423,CHEMBL4366
100424,CHEMBL4367
100425,CHEMBL3833
100426,CHEMBL4908
100427,CHEMBL4909
100428,CHEMBL4419
100429,CHEMBL4420
100430,CHEMBL4421
100431,CHEMBL4422
100432,CHEMBL4423
100433,CHEMBL4424
100434,CHEMBL4594
100435,CHEMBL4595
100436,CHEMBL4596
100438,CHEMBL5178
100442,CHEMBL5132
100443,CHEMBL5254
100444,CHEMBL5255
100445,CHEMBL4460
100446,CHEMBL4461
100447,CHEMBL4462
100448,CHEMBL4506
100449,CHEMBL4507
100450,CHEMBL4508
100451,CHEMBL4509
100452,CHEMBL4510
100453,CHEMBL4511
100454,CHEMBL4512
100455,CHEMBL4513
100456,CHEMBL4150
100457,CHEMBL4151
100458,CHEMBL4152
100459,CHEMBL4153
100460,CHEMBL4154
100461,CHEMBL4155
100462,CHEMBL4156
100463,CHEMBL4157
100464,CHEMBL4200
100465,CHEMBL4201
100466,CHEMBL4359
100467,CHEMBL4360
100468,CHEMBL4361
100473,CHEMBL4520
100474,CHEMBL4521
100475,CHEMBL4676
100476,CHEMBL4677
100477,CHEMBL4678
100478,CHEMBL4679
100479,CHEMBL5133
100480,CHEMBL4680
100481,CHEMBL4681
100482,CHEMBL4682
100483,CHEMBL4850
100484,CHEMBL4161
100485,CHEMBL4162
100486,CHEMBL4163
100487,CHEMBL4164
100488,CHEMBL612574
100489,CHEMBL614636
100490,CHEMBL612588
100491,CHEMBL613288
100492,CHEMBL613878
100493,CHEMBL613879
100494,CHEMBL612655
100495,CHEMBL613880
100496,CHEMBL613881
100497,CHEMBL612571
100498,CHEMBL613289
100499,CHEMBL612575
100500,CHEMBL612589
100501,CHEMBL613290
100502,CHEMBL612590
100503,CHEMBL612656
100504,CHEMBL612576
100505,CHEMBL612591
100506,CHEMBL613291
100507,CHEMBL612406
100508,CHEMBL612657
100510,CHEMBL612414
100511,CHEMBL612415
100512,CHEMBL612407
100513,CHEMBL612593
100514,CHEMBL612594
100515,CHEMBL612595
100516,CHEMBL612596
100517,CHEMBL612597
100518,CHEMBL612577
100519,CHEMBL614637
100520,CHEMBL612598
100521,CHEMBL612572
100522,CHEMBL613292
100523,CHEMBL612599
100524,CHEMBL612578
100525,CHEMBL612579
100568,CHEMBL4378
100569,CHEMBL4379
100570,CHEMBL4534
100571,CHEMBL4535
100573,CHEMBL4537
100574,CHEMBL4538
100576,CHEMBL3937
100577,CHEMBL4751
100578,CHEMBL4752
100579,CHEMBL3785
100582,CHEMBL3329
100586,CHEMBL3484
100588,CHEMBL3486
100590,CHEMBL3488
100591,CHEMBL3545
100594,CHEMBL3691
100595,CHEMBL3692
100596,CHEMBL3693
100597,CHEMBL4165
100598,CHEMBL4166
100599,CHEMBL4167
100600,CHEMBL4540
100601,CHEMBL4541
100602,CHEMBL4542
100603,CHEMBL4543
100604,CHEMBL4544
100607,CHEMBL4547
100609,CHEMBL4593
100610,CHEMBL3490
100611,CHEMBL3491
100613,CHEMBL3492
100614,CHEMBL3493
100615,CHEMBL3494
100616,CHEMBL3495
100617,CHEMBL3496
100619,CHEMBL3694
100620,CHEMBL4658
100621,CHEMBL4659
100622,CHEMBL4660
100623,CHEMBL4661
100624,CHEMBL4662
100625,CHEMBL4663
100626,CHEMBL4664
100627,CHEMBL4903
100628,CHEMBL4904
100629,CHEMBL4905
100630,CHEMBL4205
100631,CHEMBL4206
100633,CHEMBL4208
100635,CHEMBL4369
100636,CHEMBL5168
100637,CHEMBL4370
100638,CHEMBL4371
100639,CHEMBL4372
100640,CHEMBL4373
100641,CHEMBL4404
100642,CHEMBL4405
100643,CHEMBL4685
100644,CHEMBL4732
100645,CHEMBL4910
100647,CHEMBL4912
100648,CHEMBL4913
100649,CHEMBL4914
100650,CHEMBL4915
100651,CHEMBL4916
100652,CHEMBL4854
100734,CHEMBL613825
100653,CHEMBL4169
100654,CHEMBL4168
100655,CHEMBL4215
100658,CHEMBL4325
100659,CHEMBL4692
100660,CHEMBL4693
100663,CHEMBL4695
100664,CHEMBL4696
100665,CHEMBL4697
100666,CHEMBL4698
100667,CHEMBL5170
100668,CHEMBL3985
100669,CHEMBL3986
100670,CHEMBL4978
100671,CHEMBL4098
100674,CHEMBL3317
100675,CHEMBL3318
100676,CHEMBL3319
100678,CHEMBL5171
100679,CHEMBL4211
100680,CHEMBL4212
100681,CHEMBL4213
100683,CHEMBL5172
100684,CHEMBL4214
100685,CHEMBL5981
100686,CHEMBL5980
100687,CHEMBL612580
100688,CHEMBL612581
100689,CHEMBL612582
100690,CHEMBL612583
100691,CHEMBL612584
100692,CHEMBL614673
100693,CHEMBL612585
100694,CHEMBL612586
100695,CHEMBL612587
100697,CHEMBL612276
100698,CHEMBL613861
100699,CHEMBL613862
100700,CHEMBL613816
100701,CHEMBL613863
100702,CHEMBL614679
100703,CHEMBL613293
100704,CHEMBL613874
100705,CHEMBL613882
100706,CHEMBL613864
100707,CHEMBL613883
100708,CHEMBL613865
100709,CHEMBL613821
100710,CHEMBL613847
100711,CHEMBL613884
100712,CHEMBL613875
100713,CHEMBL613848
100714,CHEMBL613818
100715,CHEMBL613822
100716,CHEMBL613849
100717,CHEMBL612277
100718,CHEMBL613885
100719,CHEMBL612278
100720,CHEMBL613856
100721,CHEMBL613819
100722,CHEMBL613886
100723,CHEMBL613823
100724,CHEMBL613887
100726,CHEMBL614646
100727,CHEMBL613850
100728,CHEMBL613873
100729,CHEMBL613857
100730,CHEMBL613876
100731,CHEMBL613842
100732,CHEMBL613824
100735,CHEMBL614866
100736,CHEMBL613838
100737,CHEMBL613839
100738,CHEMBL612547
100739,CHEMBL613703
100740,CHEMBL613709
100741,CHEMBL614867
100742,CHEMBL613300
100743,CHEMBL614868
100744,CHEMBL613301
100745,CHEMBL613704
100746,CHEMBL613830
100747,CHEMBL613705
100748,CHEMBL613710
100749,CHEMBL614680
100750,CHEMBL612548
100751,CHEMBL613706
100752,CHEMBL612568
100753,CHEMBL612569
100754,CHEMBL613831
100755,CHEMBL613711
100756,CHEMBL614869
100757,CHEMBL612570
100759,CHEMBL614167
100760,CHEMBL613707
100761,CHEMBL613832
100762,CHEMBL613708
100763,CHEMBL613820
100764,CHEMBL612573
100765,CHEMBL613841
100766,CHEMBL613712
100767,CHEMBL614870
100768,CHEMBL613836
100769,CHEMBL613877
100770,CHEMBL613871
100771,CHEMBL614865
100772,CHEMBL613815
100773,CHEMBL613837
100774,CHEMBL5173
100775,CHEMBL4313
100776,CHEMBL4314
100777,CHEMBL4855
100778,CHEMBL4856
100779,CHEMBL4857
100780,CHEMBL4858
100781,CHEMBL5174
100782,CHEMBL4159
100783,CHEMBL4160
100784,CHEMBL4326
100785,CHEMBL4327
100786,CHEMBL5196
100787,CHEMBL4328
100788,CHEMBL4374
100789,CHEMBL4375
100790,CHEMBL4376
100791,CHEMBL4377
100792,CHEMBL4699
100793,CHEMBL4700
100794,CHEMBL4748
100795,CHEMBL4749
100796,CHEMBL4750
100797,CHEMBL3783
100798,CHEMBL3320
100799,CHEMBL3321
100800,CHEMBL3322
100801,CHEMBL3323
100802,CHEMBL3324
100803,CHEMBL3325
100804,CHEMBL3326
100806,CHEMBL3328
100808,CHEMBL614682
100809,CHEMBL613844
100811,CHEMBL613845
100812,CHEMBL613846
100813,CHEMBL613826
100814,CHEMBL613851
100815,CHEMBL613817
100816,CHEMBL612405
100817,CHEMBL2291
100818,CHEMBL2211
100819,CHEMBL3497
100822,CHEMBL3540
100823,CHEMBL3541
100824,CHEMBL3542
100825,CHEMBL5197
100826,CHEMBL3543
100827,CHEMBL3544
100828,CHEMBL4666
100829,CHEMBL4665
100830,CHEMBL4667
100831,CHEMBL4668
100832,CHEMBL4669
100833,CHEMBL5198
100834,CHEMBL4670
100835,CHEMBL4718
100836,CHEMBL4849
100842,CHEMBL613302
100843,CHEMBL4514
100844,CHEMBL4515
100845,CHEMBL4516
100846,CHEMBL5199
100847,CHEMBL4517
100848,CHEMBL4518
100849,CHEMBL4519
100850,CHEMBL4574
100851,CHEMBL4575
100852,CHEMBL4576
100853,CHEMBL4577
100854,CHEMBL4578
100855,CHEMBL5407
100856,CHEMBL5408
100857,CHEMBL5409
100858,CHEMBL5410
100859,CHEMBL5411
100860,CHEMBL5412
100861,CHEMBL5200
100862,CHEMBL5413
100863,CHEMBL5414
100864,CHEMBL5492
100865,CHEMBL5015
100866,CHEMBL5201
100867,CHEMBL5493
100868,CHEMBL5494
100869,CHEMBL5495
100870,CHEMBL5496
100871,CHEMBL5497
100872,CHEMBL5498
100873,CHEMBL5499
100874,CHEMBL3784
100875,CHEMBL5500
100876,CHEMBL5501
100877,CHEMBL5523
100878,CHEMBL5524
100886,CHEMBL5057
100887,CHEMBL5058
100892,CHEMBL5230
100895,CHEMBL5233
100903,CHEMBL5241
100904,CHEMBL5272
100905,CHEMBL5273
100906,CHEMBL5274
100907,CHEMBL5275
100908,CHEMBL5310
100909,CHEMBL5311
100910,CHEMBL5312
100911,CHEMBL5313
100912,CHEMBL5314
100913,CHEMBL5315
100914,CHEMBL5316
100915,CHEMBL5317
100916,CHEMBL5318
100917,CHEMBL5319
100918,CHEMBL5320
100919,CHEMBL5321
100920,CHEMBL5322
100921,CHEMBL5323
100922,CHEMBL5324
100923,CHEMBL5325
100924,CHEMBL5357
100925,CHEMBL5358
100926,CHEMBL5359
100927,CHEMBL5360
100928,CHEMBL5361
100929,CHEMBL5362
100930,CHEMBL5363
100931,CHEMBL5364
100932,CHEMBL5365
100933,CHEMBL5366
100934,CHEMBL5367
100935,CHEMBL5368
100936,CHEMBL5369
100937,CHEMBL5370
100938,CHEMBL5371
100939,CHEMBL5288
100940,CHEMBL5289
100941,CHEMBL5290
100942,CHEMBL5291
100943,CHEMBL5292
100944,CHEMBL5293
100945,CHEMBL5294
